"","Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",40.7563467240062,11.6440414150661,50.4676138016103,40.1300612028376,45.9994262352849,9.30637369650317,31.0895324403974,44.8378720212195,60.3175895672517,51.9409421117073,42.4434813416021
"2",42.1548201489473,13.7479766340481,50.1202401271966,40.1616002403197,45.9952510889179,10.8348607460477,30.5651291588127,44.9585132566736,60.4009037787485,49.0181235838766,41.4331903311863
"3",41.4204547346223,12.0681376991766,50.3023312607074,39.070105039893,46.0281561623585,9.67566142386595,30.5909420595753,44.9748067022662,59.1975673615925,50.8709560474306,41.3552978312171
"4",41.8287905404973,13.0855076759539,50.1397709628124,40.0629285292103,45.9955575486537,10.401978788139,30.9197772760609,44.9985631281371,60.3710653400143,47.0518444438722,41.1669415410617
"5",41.5251913758547,12.7701005938277,50.1977869042144,39.3697303466064,46.0253669220459,10.1634101339491,31.0822494066552,44.9833840090752,60.8153340029182,49.0152514078303,41.1365006932753
"6",41.0478744378539,11.5802608516388,50.5061552853956,39.6556687788398,46.020869323192,9.27689836604402,30.7411545403202,44.9533492525561,60.0574200216626,51.163429525434,41.3598258644113
"7",42.0403757892021,13.4444137431721,50.1006175762971,40.0379748049209,45.998534227224,10.5981630068257,31.4349393771914,44.9324171413744,60.795931840599,47.1674499600186,41.5095556044903
"8",42.0344438632173,13.6802107843443,50.0993020341517,40.1672186775513,46.001793682542,10.7272320537495,30.9528202920157,44.9192035637458,61.4985234524295,48.3922844643938,41.6280401981579
"9",42.6086642590149,15.2016961091887,49.9086470308118,40.2073298765084,45.9950414152495,11.7761258356687,30.8460578499596,44.9726874348628,60.8953275983203,44.7316746138568,41.290297856581
"10",43.4653957005329,16.2818275123283,49.7207939537645,40.9996266292765,45.9658548094347,12.5272185791906,31.3997219232651,44.9446285552914,60.8425679238346,43.3410730371536,41.3504764255007
"11",42.1179888705769,14.5360700898804,49.9039608243559,39.4920076485664,46.016777593416,11.3952346446073,30.5362436406136,45.10116195626,60.2417022074411,45.847375467876,40.1186874393134
"12",42.5208471501563,15.4733164437181,49.8947649461435,40.5571848290875,45.9861288275472,12.0187519218885,30.8680459705339,45.0092631188316,60.5259938322911,47.8178573435439,40.7904926475638
"13",42.3499471430316,14.7086740136492,49.8907489778715,40.618144845246,45.9807530848376,11.4639179839963,30.9594599910022,44.9605750050592,60.0700329533869,45.8000703071918,41.2963872180498
"14",42.3208040354831,14.9248385276078,49.8993891215327,40.1305475479316,45.9970799497198,11.6062373114456,30.9363579456336,45.0532583614259,59.8616728114974,46.735204859444,40.4756011784637
"15",40.8344330185559,11.8003164052114,50.06995011406,39.1860936303665,46.0221168195355,9.46705115149017,31.2094388347895,45.0487819488581,61.2101809779892,47.4661352964494,40.6872576398052
"16",43.4866783774143,17.7802444947109,49.5405353664864,41.3968716017771,45.9611453207733,13.5330593627634,30.1508471199885,45.057415340547,59.8306415420548,43.591682877761,40.4867550976358
"17",42.2941579601486,13.7772331920967,50.1212545540375,39.7144217941843,46.0067731189369,10.8011329293953,31.5190461114828,44.998231881365,60.1394336372876,48.4291755571803,41.0501195679179
"18",41.5945918440196,13.6087134682521,49.9899434664066,39.7834002323907,46.0018529484766,10.7455660358624,31.0635299421336,45.0492336255199,59.6323770865115,46.5040821266361,40.6597823941237
"19",41.3326080674273,12.8600104972526,50.0849831140915,39.5046040190197,46.0117541840438,10.2003914015875,31.5622159144806,44.9749964970423,59.1083357734228,49.9345630913043,41.0723600549859
"20",43.0426518186251,16.067824100082,49.701449592993,40.8153526838856,45.9715355331482,12.4386462841444,30.5256072087253,45.0618886236721,60.0683068972999,43.2466465369327,40.4946041229935
"21",41.2686797229872,12.773742861747,50.0827391282909,39.1380808626684,46.0246891901542,10.1084733151478,31.0436534934484,44.9885128288836,60.7148092025066,48.6693122855392,41.0632938376699
"22",41.9037208265238,13.5283840538825,50.025526244765,39.3239552328402,46.0232847695874,10.6252971794556,30.5942286211894,45.0034029189872,60.0094207785214,46.3197102768004,41.0686435267138
"23",42.3672432388177,14.6660943196047,49.9691406477818,40.2406835211127,45.9932763457286,11.3977471493182,31.2003053308637,44.9706743884094,60.156398057239,47.8170086244686,41.2977966291676
"24",42.4389537857599,15.0353695784494,49.8090855159117,40.5735427119424,45.9810860603805,11.6953409496329,31.0835404090783,44.9695766027935,59.4789538415142,43.9383488543111,41.1542534348391
"25",42.0850076750397,12.8395777712935,50.2049865816442,39.3628435782272,46.0210689720219,10.2346528294094,30.8772177483085,44.945069376598,60.075697341372,47.7450472184496,41.4327218521546
"26",42.2385222824437,14.1969961891443,49.9147750316645,39.6246496492515,46.0101443301392,11.1791102213452,31.5007475548669,45.0565778528885,59.3482740750143,46.1665220157946,40.4790955747618
"27",42.1842714260791,14.1907832984808,50.0401395061113,40.6702477259553,45.9825990985611,11.0512544969354,30.7198901469151,44.9702480351081,61.1599016852553,45.5221234128987,41.1696352155528
"28",41.7697431420909,13.4538512308267,50.1172697085487,40.3581299581479,45.9913089883404,10.6091931544365,30.6351742011243,44.93121669138,60.4859319650466,48.014807265036,41.6850038353496
"29",42.4185603101178,15.9149160895388,49.6363068091852,40.5275156870057,45.9804525299414,12.2734273266232,30.6712595462627,45.0284937373402,59.4942500965576,42.7261104073142,40.7547478755863
"30",40.9761575276268,11.8537798108375,50.1796418535546,39.0668388072154,46.0281722863613,9.59362114645958,31.0925331734988,45.0642066625888,60.6138210091884,48.5167343196744,40.4697642462334
"31",41.7368555169492,13.940283555263,50.1383533123873,40.4045937553602,45.9907854930776,10.9064816411422,30.5947616391916,44.9846383989856,60.3947860387164,50.2624481120832,41.1180088977189
"32",41.8440480323761,14.5738628631878,49.9257519803876,40.9011658682503,45.9702812361126,11.3758352919357,30.7539132776396,44.9277698230335,60.4293924354362,48.1926887523502,41.6726673843218
"33",42.0388884209749,13.6406312474534,49.9542106906229,39.7526104074419,46.0003260449535,10.8296234196951,30.4184687550608,45.0284679475824,58.6140998138248,45.8099514480295,40.8924307189986
"34",41.491867836754,13.2780163393955,49.9877492924281,39.5793226446645,46.0082487817528,10.5309795961348,31.5867873770768,45.0316847916463,60.5599718680403,45.9147511745047,40.8148762693012
"35",41.4560497693876,11.8061041563847,50.2160578171462,38.99927687518,46.0248844242327,9.53086149751469,31.3544939312462,44.9514588959138,60.2227193694443,46.0445156446068,41.4581446356833
"36",40.3365650492522,11.4757223987685,50.197554584968,38.8008234129331,46.0336290740002,9.32095665938765,30.7369685933972,45.030848187018,60.2385056716892,49.8947398398697,40.7302125341852
